Answer,Clue,File
"BOTEZ","Ritual de numire","/home/adi/workspace/rebus/careuri-definitii/js/apropo.js"
"PA","Neaoşul “bye”","/home/adi/workspace/rebus/careuri-definitii/js/apropo.js"
"REN","Ţap de un pol","/home/adi/workspace/rebus/careuri-definitii/js/apropo.js"
"VIN","Suport de mişmaş","/home/adi/workspace/rebus/careuri-definitii/js/apropo.js"
"SUT","Expediere necesară golurilor","/home/adi/workspace/rebus/careuri-definitii/js/apropo.js"
"EMOTIVITATE","Măsurătoare de impresii","/home/adi/workspace/rebus/careuri-definitii/js/apropo.js"
"FRAMANTARI","Lucru pentru a mânca o pâine (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"REVENIRE","Bis la apariție","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"IRIS","O floare... avută în vedere","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"UROLOG","Specialist în filtrele de la bazin","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"OR","Tort cu unt!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"DUNAREAN","Se leagă de fluviul nostru...","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"UF","Se zice la necaz","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"VANZARI","Făcute pe bani","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"LOBATE","Frunzele... cu trimitere la unele organe interne","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"VAR","Lapte de casă","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"OSAN","Trăieşte într-o țară din N. României (var.)","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"REALA","Nu are pic de imaginație (fem.)","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"SI","Notă cu plus","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"DROB","E greu la ocnă...","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"IN","Sfârşitul declinului!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"MARS","Probă de alergare... pentru câini","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"MAT","Nu-i de trecut cu vederea...","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"FRAUDULOSI","Sunt de rea credință","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"RE","Cure la mare!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"RUFOSI","Îmbrăcați... după ultima modă","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"AVION","Îl conduce unul... cu capul în nori","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"BA","Nu-i la fel!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"ME","Doarme!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"LAVANDA","Floare cu parfum deosebit","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"ANCORAT","Prins de fund","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"RR","Bir!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"NI","Cap de nisetru!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"GENEROS","Remarcat printr-o dare de seamă","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"TRI","Face cât trei","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"AZ","Acuze!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"EB","Coadă de breb!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"AERONAVA","Depăşeşte un plafon","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"IR","Ieşire din fire!","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"RALIA","A intra în bloc","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"INS","E un oarecare","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"TIRANT","Face față la o întindere","/home/adi/workspace/rebus/careuri-definitii/js/aranjamente.js"
"PREISTORIC","Tip de disciplina impusă din primii ani de viaţă","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"SANTIER","O lucrare de investiţii","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"MH","Veştminte de monarh!","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"EROI","Interpretarea unui personaj principal (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"RAFIE","Dă sfoară-n ţară","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"FIT","Ieşire de la muncă","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"PERETI","Edificaţi pe un fundament solid","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"IS","Plin de risc!","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"BAN","Se duce la piaţă","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"RA","Vârful piramidei","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"LANURI","Copt în cuptor (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"CIL","Membru inferior","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"RICSA","Se deplasează cu greu în Orient","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"LIPITI","Au beneficiat de procesul de aderare (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"IAC","Trage tare pe platou","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"ANOZI","Poartă sarcini cu uşurintă","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"ARCA","După ea potopul","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"SAMARITEAN","E un filantrop recunoscut pe plan mondial","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"PSEFIT","Formă dură de exploatare","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"LAS","Plecat la război","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"RARIS","Bine aerisit","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"CINA","Masă de oameni la... seral","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"ENOT","Aleargă ca un câine prin deltă","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"LIPOM","Semn de punctuaţie îngroşat","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"ITI","A avea o scurtă expunere","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"BALIZA","În mare ea nu e depăşită","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"SI","Element de legătură","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"PAN","Panoul luat de sus!","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"TIR","Sportul puştilor","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"TERENURI","Bătute la meci","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"ORAR","Program făcut din timp","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"RI","Stau în frig!","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"AT","Se deplasa des pe litoral","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"FERICIRE","O stare foarte bună","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"IMITA","A face felul cuiva","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"SACA","Aduce apă de la fântână","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"CHEI","Făcut pentru acostare","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"RACAN","Ultimul venit la armată","/home/adi/workspace/rebus/careuri-definitii/js/ardelean-si-moldovean.js"
"ZBENGUIALA","Joacă fără nicio rezervă înscrisă pe foaie","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"DUSI","Luaţi la purtare","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ZULUFI","Se poartă permanent cu drăgăleşenie (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"RIT","Un evlavios tipic","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"SATAN","Un ticălos fantastic","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"UMERI","Nu se ridică la un nivel acceptabil de cunoştiinţe (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"INAPT","Ne face rău","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"NATURA","O operă în relief","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"DURA","A se întinde cat e de mare","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"CC","Biscuit e!","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"MARCATI","Nişte posesiuni însemnate (masc.)","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"IELE","Creaturi imaginare pe lună","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"SOL","Răsturnat cu tractorul pe câmp","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ER","Mese luate din mers!","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ANI","Turul mapamondului... cu repetiţie","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"PACTE","Tratate cu multă seriozitate","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ALIANTA","Adunare cu forţa","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"IED","Un pui cu cioc","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"RAC","Trage vârtos din sticlă","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"SOCA","A cea o mişcare radicală","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"NU","Contradicţie în termeni","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"EXIL","Izolaţie exterioară","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"MISMAS","Îndoiala unor oameni cinstiţi","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ZDRUNCINARE","Mişcare oscilantă de mare amplitudine","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"BUIMACE","Lăsate de capul lor","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"LAX","Apărut într-o ţinută comodă","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ESTET","Ţine o slujbă de toată frumuseţea","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"LAICI","Trecuţi în lumea necredincioşilor","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"NI","Nit... rupt!","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"RUMENA","Gătită cu multă boia","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"SIRA","Concentrate vegetale (sg.)","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"INS","Elerment în mulţimea raţională","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"UZA","A consuma din plin","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ARS","Parte dintr-un traseu sinuos","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"TOM","Titlu în opisul bibliotecilor","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"IUTI","Favoriţi la curse","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"COPACI","Unităţi forestiere","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ALANDALA","Proastă dispoziţie","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"AS","Ieşite din casă şi intrate în ascensor!","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"LUNAUT","Mesager către regina nopţii","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"CI","Două perechi de cipici şi una de opinci!","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"AF","Urme de praf pe plafon!","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"PRIETENA","Eroina unei poveşti de dragoste","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"IOTA","Lovită de nulitate","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"REDUS","Soldat cu lipsuri","/home/adi/workspace/rebus/careuri-definitii/js/armistitiu.js"
"ADMINISTRA","A da în boală","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"ERONATA","Una care nu este corectă","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"UP","Supt la mijloc!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"REN","Aleargă aşa datorită muşchilor de care are parte","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"NACELA","Luată-n balon","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"OGOR","E negru după o grapă","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"NOTAR","Face copii fără dureri","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"PALOS","Arma cavalerului","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"SC","Sac gol!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"UTILAJE","Uneltele unor întreprinderi","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"AT","Plecat la sfârşit!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"ROTIRE","Activitate la cerc","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"DUO","Grup comunitar","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"TRISA","A juca de-a ascunselea","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"VATA","Bună de pus la rană","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"AI","Căţel muşcat","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"OCHITOR","Se uită atent la o baterie","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"TEORIE","Un proiect de lege","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"ERE","Timpuri de istorie","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"AEROPURTAT","Dus pe înălţimi","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"DREGATORIE","E de rang înalt","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"MONOLITI","Stau într-un bloc","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"IN","Intrare prin faţă!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"ROLISOR","Unul mic înscris în acte","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"NAN","E prea mic la vedere","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"SARACI","Oameni cu lipsuri","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"ITAN","E sus,pe cărări de munte","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"JE","Bagaje în spate!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"HE","Intrate în cheu!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"SACOSE","Umplute de cumpărături","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"VI","Vine de sus!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"ETC","Prinse în setcă!","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"DATE","Se schimbă pe zi ce trece (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"RULA","A merge în mod obişnuit cu maşina pe drum","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"AUTOR","Are dreptul pentru ceea ce face","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"APARATOARE","E ca un scut","/home/adi/workspace/rebus/careuri-definitii/js/audiatur.js"
"SPIRIT","Conştiinţă curată","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"PETE","Ies în evidenţă la urmă","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"TONA","O porţie mare la masă","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"IRITAT","Pornit pe culoarea roşie","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"RESUSCITARI","Întoarcerea de la spital (pl.)","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"UTA","Undă emisă în timpul pendulării","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"OSTIL","Se exprimă cu multe dezacorduri","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"NANASI","Alintaţi după numele de botez","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"COT","Tras cu arcul","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"GUITA","A avea mnifestări porcoase","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"NES","Praf luat pentru lipsa de somn","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"AGER","Dovedit cu greutate","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"ELE","Necunoscutele dintr-a treia","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"MA","Campionul s-a retras de la masă!","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"ARAP","Negru popular la noi în ţară","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"ISTET","Dotat cu viteză mare de acces la memorie","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"SFARAMATURI","Urme de berbec","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"IAR","Propus pentru realegeri","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"CAT","Vecinul de la bloc","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"FAR","Centru de proiectări","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"EXTRAGERE","Lucrare dentară","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"STRUNGA","Trecătoare ocupată de păstori","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"SIR","Ordonat în deplasare","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"POETA","Femeie cu picioare frumoase","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"GAFA","Expresie iraţională","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
"INSANGERARE","Rezultatul unui duel tragic","/home/adi/workspace/rebus/careuri-definitii/js/avers.js"
